"Date","Open","High","Low","Close","VWAP ‌VWAP‌ (y,y,y)","SDVWAP1+ ‌VWAP‌ (y,y,y)","SDVWAP1- ‌VWAP‌ (y,y,y)","SDVWAP2+ ‌VWAP‌ (y,y,y)","SDVWAP2- ‌VWAP‌ (y,y,y)","SDVWAP3+ ‌VWAP‌ (y,y,y)","SDVWAP3- ‌VWAP‌ (y,y,y)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","OI","Volume"
"Wed Jul 15 2026 13:56:00 GMT+0530 (India Standard Time)","90.00","91.55","89.65","91.40","134.33","157.31","111.35","180.29","88.37","203.26","65.40","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12487280.00","249730.00"
"Wed Jul 15 2026 13:57:00 GMT+0530 (India Standard Time)","91.25","92.90","90.00","92.75","134.25","157.28","111.23","180.31","88.20","203.34","65.17","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12487670.00","287625.00"
"Wed Jul 15 2026 13:58:00 GMT+0530 (India Standard Time)","93.00","95.15","93.00","94.00","134.11","157.22","111.00","180.33","87.89","203.44","64.77","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12385230.00","578760.00"
"Wed Jul 15 2026 13:59:00 GMT+0530 (India Standard Time)","94.40","97.25","94.40","96.70","133.96","157.15","110.76","180.34","87.57","203.53","64.38","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12291890.00","651625.00"
"Wed Jul 15 2026 14:00:00 GMT+0530 (India Standard Time)","96.75","97.70","96.05","96.55","133.84","157.09","110.60","180.33","87.35","203.58","64.11","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12259845.00","489125.00"
"Wed Jul 15 2026 14:01:00 GMT+0530 (India Standard Time)","96.90","97.25","95.85","96.25","133.76","157.05","110.48","180.33","87.20","203.62","63.91","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12272065.00","339625.00"
"Wed Jul 15 2026 14:02:00 GMT+0530 (India Standard Time)","96.10","96.85","95.40","95.85","133.70","157.01","110.38","180.33","87.06","203.65","63.74","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12177750.00","290290.00"
"Wed Jul 15 2026 14:03:00 GMT+0530 (India Standard Time)","96.00","96.15","94.55","95.10","133.62","156.98","110.26","180.33","86.90","203.69","63.54","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11990030.00","339885.00"
"Wed Jul 15 2026 14:04:00 GMT+0530 (India Standard Time)","95.10","97.00","95.10","96.80","133.56","156.95","110.18","180.33","86.79","203.72","63.41","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11932440.00","239460.00"
"Wed Jul 15 2026 14:05:00 GMT+0530 (India Standard Time)","96.80","96.80","94.80","95.40","133.52","156.92","110.11","180.33","86.70","203.74","63.29","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11922950.00","195910.00"
"Wed Jul 15 2026 14:06:00 GMT+0530 (India Standard Time)","95.40","96.45","93.35","95.90","133.45","156.89","110.00","180.33","86.56","203.78","63.11","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11940825.00","303225.00"
"Wed Jul 15 2026 14:07:00 GMT+0530 (India Standard Time)","95.90","98.65","95.80","98.30","133.34","156.83","109.86","180.32","86.37","203.81","62.88","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11942450.00","460915.00"
"Wed Jul 15 2026 14:08:00 GMT+0530 (India Standard Time)","98.05","102.15","97.30","101.20","133.16","156.71","109.61","180.26","86.05","203.82","62.50","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11882390.00","922935.00"
"Wed Jul 15 2026 14:09:00 GMT+0530 (India Standard Time)","101.20","101.50","98.55","98.55","133.05","156.64","109.46","180.23","85.87","203.83","62.28","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11947520.00","531505.00"
"Wed Jul 15 2026 14:10:00 GMT+0530 (India Standard Time)","98.55","99.70","96.50","96.60","132.95","156.59","109.32","180.22","85.69","203.85","62.06","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11974885.00","456105.00"
"Wed Jul 15 2026 14:11:00 GMT+0530 (India Standard Time)","96.60","99.35","96.60","98.50","132.90","156.55","109.25","180.21","85.59","203.86","61.94","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11931400.00","258310.00"
"Wed Jul 15 2026 14:12:00 GMT+0530 (India Standard Time)","98.50","99.40","96.00","96.10","132.82","156.51","109.13","180.19","85.44","203.88","61.75","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11968710.00","381030.00"
"Wed Jul 15 2026 14:13:00 GMT+0530 (India Standard Time)","96.15","99.80","96.15","98.45","132.76","156.47","109.05","180.18","85.34","203.89","61.63","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11949015.00","279695.00"
"Wed Jul 15 2026 14:14:00 GMT+0530 (India Standard Time)","98.70","99.50","98.25","99.15","132.72","156.45","109.00","180.17","85.28","203.89","61.55","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11909170.00","173095.00"
"Wed Jul 15 2026 14:15:00 GMT+0530 (India Standard Time)","99.15","101.00","98.80","100.85","132.66","156.41","108.92","180.15","85.18","203.89","61.43","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11896170.00","320320.00"
"Wed Jul 15 2026 14:16:00 GMT+0530 (India Standard Time)","100.85","102.35","99.05","99.45","132.55","156.33","108.77","180.11","84.99","203.89","61.21","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11867050.00","590720.00"
"Wed Jul 15 2026 14:17:00 GMT+0530 (India Standard Time)","99.45","99.75","96.40","96.40","132.47","156.28","108.66","180.09","84.85","203.90","61.04","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11876670.00","386165.00"
"Wed Jul 15 2026 14:18:00 GMT+0530 (India Standard Time)","96.40","97.80","94.30","97.60","132.33","156.20","108.46","180.07","84.60","203.93","60.73","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11858990.00","638560.00"
"Wed Jul 15 2026 14:19:00 GMT+0530 (India Standard Time)","97.60","98.35","94.10","95.95","132.27","156.17","108.38","180.06","84.49","203.95","60.60","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11956620.00","272805.00"
"Wed Jul 15 2026 14:20:00 GMT+0530 (India Standard Time)","95.95","97.15","94.55","95.00","132.22","156.14","108.31","180.05","84.39","203.97","60.48","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11972610.00","234325.00"
"Wed Jul 15 2026 14:21:00 GMT+0530 (India Standard Time)","95.00","96.30","94.50","95.60","132.18","156.11","108.24","180.05","84.31","203.98","60.37","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11942255.00","212875.00"
"Wed Jul 15 2026 14:22:00 GMT+0530 (India Standard Time)","95.60","97.35","95.35","96.00","132.13","156.09","108.18","180.04","84.23","203.99","60.28","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11961690.00","197730.00"
"Wed Jul 15 2026 14:23:00 GMT+0530 (India Standard Time)","96.00","96.30","94.60","94.60","132.10","156.07","108.14","180.04","84.17","204.00","60.20","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11972675.00","145730.00"
"Wed Jul 15 2026 14:24:00 GMT+0530 (India Standard Time)","94.80","95.10","93.05","93.20","132.02","156.03","108.01","180.03","84.00","204.04","59.99","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11963380.00","384735.00"
"Wed Jul 15 2026 14:25:00 GMT+0530 (India Standard Time)","93.05","93.45","91.65","92.65","131.95","155.99","107.90","180.04","83.86","204.08","59.81","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11995555.00","296400.00"
"Wed Jul 15 2026 14:26:00 GMT+0530 (India Standard Time)","92.60","93.20","91.50","91.65","131.90","155.97","107.83","180.04","83.76","204.11","59.69","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12028380.00","213200.00"
"Wed Jul 15 2026 14:27:00 GMT+0530 (India Standard Time)","91.60","95.50","91.60","93.45","131.82","155.93","107.72","180.04","83.61","204.14","59.50","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12046580.00","333320.00"
"Wed Jul 15 2026 14:28:00 GMT+0530 (India Standard Time)","93.35","93.95","92.65","93.15","131.79","155.91","107.67","180.04","83.55","204.16","59.43","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12000365.00","135070.00"
"Wed Jul 15 2026 14:29:00 GMT+0530 (India Standard Time)","93.65","94.90","92.45","94.00","131.76","155.90","107.62","180.03","83.48","204.17","59.34","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12016420.00","162890.00"
"Wed Jul 15 2026 14:30:00 GMT+0530 (India Standard Time)","93.85","95.50","92.40","92.45","131.70","155.87","107.54","180.03","83.38","204.19","59.21","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12026885.00","241735.00"
"Wed Jul 15 2026 14:31:00 GMT+0530 (India Standard Time)","92.65","93.40","92.05","92.15","131.65","155.84","107.45","180.03","83.26","204.22","59.07","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12034425.00","247780.00"
"Wed Jul 15 2026 14:32:00 GMT+0530 (India Standard Time)","91.90","94.00","91.90","94.00","131.60","155.82","107.39","180.03","83.18","204.24","58.97","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12084865.00","187720.00"
"Wed Jul 15 2026 14:33:00 GMT+0530 (India Standard Time)","94.00","95.25","93.50","93.80","131.56","155.79","107.33","180.02","83.10","204.25","58.87","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11984310.00","185640.00"
"Wed Jul 15 2026 14:34:00 GMT+0530 (India Standard Time)","93.80","95.45","92.65","92.90","131.51","155.76","107.25","180.02","83.00","204.28","58.74","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11992370.00","256880.00"
"Wed Jul 15 2026 14:35:00 GMT+0530 (India Standard Time)","92.90","94.95","92.50","94.00","131.46","155.74","107.18","180.02","82.90","204.29","58.63","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","12021490.00","218790.00"
"Wed Jul 15 2026 14:36:00 GMT+0530 (India Standard Time)","94.00","96.50","93.45","93.95","131.38","155.69","107.07","180.00","82.76","204.32","58.44","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11973325.00","374725.00"
"Wed Jul 15 2026 14:37:00 GMT+0530 (India Standard Time)","93.95","96.70","93.90","94.25","131.33","155.66","106.99","179.99","82.66","204.33","58.32","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11979435.00","259285.00"
"Wed Jul 15 2026 14:38:00 GMT+0530 (India Standard Time)","94.50","101.50","94.50","100.00","131.18","155.56","106.80","179.94","82.43","204.31","58.05","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11894415.00","777660.00"
"Wed Jul 15 2026 14:39:00 GMT+0530 (India Standard Time)","100.00","104.80","100.00","104.10","130.99","155.40","106.59","179.80","82.18","204.21","57.78","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11681475.00","1166620.00"
"Wed Jul 15 2026 14:40:00 GMT+0530 (India Standard Time)","104.10","104.50","100.50","101.90","130.89","155.31","106.46","179.73","82.04","204.15","57.62","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11597625.00","658450.00"
"Wed Jul 15 2026 14:41:00 GMT+0530 (India Standard Time)","101.90","102.35","99.25","101.15","130.81","155.25","106.37","179.68","81.94","204.12","57.50","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11576500.00","437515.00"
"Wed Jul 15 2026 14:42:00 GMT+0530 (India Standard Time)","101.15","103.85","100.55","101.75","130.75","155.19","106.30","179.64","81.85","204.09","57.40","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11547770.00","399620.00"
"Wed Jul 15 2026 14:43:00 GMT+0530 (India Standard Time)","101.75","102.25","100.90","101.60","130.71","155.17","106.26","179.62","81.81","204.07","57.35","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11459110.00","205790.00"
"Wed Jul 15 2026 14:44:00 GMT+0530 (India Standard Time)","101.60","104.90","100.45","103.10","130.63","155.09","106.17","179.56","81.70","204.02","57.24","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11418810.00","514410.00"
"Wed Jul 15 2026 14:45:00 GMT+0530 (India Standard Time)","103.10","103.85","98.25","99.20","130.54","155.02","106.06","179.51","81.57","203.99","57.09","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11286145.00","534755.00"
"Wed Jul 15 2026 14:46:00 GMT+0530 (India Standard Time)","99.20","101.80","99.00","100.70","130.50","154.99","106.01","179.48","81.51","203.97","57.02","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11312925.00","258180.00"
"Wed Jul 15 2026 14:47:00 GMT+0530 (India Standard Time)","100.70","100.70","95.90","96.75","130.40","154.92","105.88","179.44","81.36","203.96","56.84","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11264240.00","525460.00"
"Wed Jul 15 2026 14:48:00 GMT+0530 (India Standard Time)","96.45","98.35","95.50","97.30","130.33","154.88","105.79","179.42","81.25","203.96","56.71","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11207430.00","354965.00"
"Wed Jul 15 2026 14:49:00 GMT+0530 (India Standard Time)","97.35","97.40","94.50","95.00","130.28","154.84","105.72","179.40","81.16","203.96","56.60","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11196120.00","285740.00"
"Wed Jul 15 2026 14:50:00 GMT+0530 (India Standard Time)","95.00","97.75","93.80","95.30","130.20","154.79","105.62","179.38","81.03","203.96","56.44","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11136190.00","401440.00"
"Wed Jul 15 2026 14:51:00 GMT+0530 (India Standard Time)","95.30","95.60","93.60","94.15","130.16","154.76","105.56","179.37","80.95","203.97","56.35","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11174280.00","219115.00"
"Wed Jul 15 2026 14:52:00 GMT+0530 (India Standard Time)","94.70","95.75","92.90","93.95","130.11","154.73","105.49","179.35","80.87","203.98","56.25","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11197680.00","240045.00"
"Wed Jul 15 2026 14:53:00 GMT+0530 (India Standard Time)","93.95","94.20","92.90","93.70","130.07","154.71","105.44","179.35","80.80","203.98","56.16","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11209965.00","184405.00"
"Wed Jul 15 2026 14:54:00 GMT+0530 (India Standard Time)","93.65","95.70","93.60","95.40","130.04","154.69","105.40","179.34","80.75","203.99","56.10","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11209770.00","156260.00"
"Wed Jul 15 2026 14:55:00 GMT+0530 (India Standard Time)","94.90","95.35","93.30","94.70","130.01","154.67","105.36","179.33","80.70","203.99","56.04","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11230115.00","144885.00"
"Wed Jul 15 2026 14:56:00 GMT+0530 (India Standard Time)","94.75","95.20","93.45","94.30","129.98","154.65","105.30","179.32","80.63","204.00","55.96","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11238695.00","188565.00"
"Wed Jul 15 2026 14:57:00 GMT+0530 (India Standard Time)","94.55","94.55","92.00","92.25","129.91","154.61","105.21","179.31","80.51","204.01","55.81","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11250070.00","315510.00"
"Wed Jul 15 2026 14:58:00 GMT+0530 (India Standard Time)","92.50","94.05","91.50","93.05","129.85","154.58","105.13","179.30","80.41","204.03","55.68","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11231350.00","287235.00"
"Wed Jul 15 2026 14:59:00 GMT+0530 (India Standard Time)","92.85","93.45","90.40","91.95","129.76","154.53","105.00","179.29","80.23","204.06","55.47","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11228685.00","440830.00"
"Wed Jul 15 2026 15:00:00 GMT+0530 (India Standard Time)","91.95","98.95","89.10","90.05","129.46","154.35","104.57","179.24","79.69","204.12","54.80","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11117275.00","1491750.00"
"Wed Jul 15 2026 15:01:00 GMT+0530 (India Standard Time)","90.05","93.00","88.80","89.75","129.36","154.30","104.43","179.23","79.50","204.16","54.57","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11217505.00","461955.00"
"Wed Jul 15 2026 15:02:00 GMT+0530 (India Standard Time)","89.75","90.05","86.50","89.10","129.24","154.24","104.25","179.23","79.26","204.22","54.27","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11263590.00","538785.00"
"Wed Jul 15 2026 15:03:00 GMT+0530 (India Standard Time)","89.10","91.25","88.90","89.00","129.20","154.21","104.18","179.23","79.17","204.24","54.15","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11300835.00","221195.00"
"Wed Jul 15 2026 15:04:00 GMT+0530 (India Standard Time)","89.00","92.20","89.00","90.85","129.13","154.17","104.08","179.22","79.03","204.27","53.98","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11219780.00","348010.00"
"Wed Jul 15 2026 15:05:00 GMT+0530 (India Standard Time)","90.85","92.80","90.75","91.10","129.06","154.14","103.99","179.21","78.92","204.28","53.84","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11185265.00","310050.00"
"Wed Jul 15 2026 15:06:00 GMT+0530 (India Standard Time)","91.10","94.10","90.55","90.70","128.96","154.08","103.85","179.19","78.74","204.30","53.63","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11053250.00","490685.00"
"Wed Jul 15 2026 15:07:00 GMT+0530 (India Standard Time)","90.95","93.60","90.85","91.95","128.91","154.04","103.77","179.18","78.63","204.31","53.50","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11049675.00","295620.00"
"Wed Jul 15 2026 15:08:00 GMT+0530 (India Standard Time)","91.95","92.45","90.60","90.75","128.86","154.01","103.70","179.17","78.55","204.32","53.39","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11106355.00","235950.00"
"Wed Jul 15 2026 15:09:00 GMT+0530 (India Standard Time)","90.75","91.50","88.80","89.20","128.79","153.97","103.60","179.16","78.41","204.35","53.23","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11141910.00","338065.00"
"Wed Jul 15 2026 15:10:00 GMT+0530 (India Standard Time)","89.20","90.90","88.85","89.75","128.73","153.94","103.51","179.16","78.30","204.37","53.09","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11125855.00","286650.00"
"Wed Jul 15 2026 15:11:00 GMT+0530 (India Standard Time)","89.75","90.65","89.35","90.50","128.68","153.92","103.45","179.15","78.21","204.38","52.98","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11121305.00","224640.00"
"Wed Jul 15 2026 15:12:00 GMT+0530 (India Standard Time)","90.50","90.75","89.30","90.15","128.62","153.88","103.37","179.14","78.11","204.40","52.85","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11096540.00","274170.00"
"Wed Jul 15 2026 15:13:00 GMT+0530 (India Standard Time)","90.15","90.95","89.55","90.00","128.57","153.85","103.29","179.14","78.00","204.42","52.72","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","11007035.00","275795.00"
"Wed Jul 15 2026 15:14:00 GMT+0530 (India Standard Time)","90.00","93.80","90.00","92.90","128.46","153.78","103.14","179.11","77.81","204.43","52.49","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10875020.00","558935.00"
"Wed Jul 15 2026 15:15:00 GMT+0530 (India Standard Time)","92.90","93.20","89.05","89.20","128.37","153.73","103.01","179.09","77.65","204.45","52.29","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10805470.00","444925.00"
"Wed Jul 15 2026 15:16:00 GMT+0530 (India Standard Time)","89.20","90.30","88.65","89.50","128.31","153.70","102.92","179.08","77.53","204.47","52.14","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10835695.00","309985.00"
"Wed Jul 15 2026 15:17:00 GMT+0530 (India Standard Time)","89.50","91.50","89.40","90.60","128.24","153.65","102.82","179.07","77.40","204.49","51.98","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10676835.00","362700.00"
"Wed Jul 15 2026 15:18:00 GMT+0530 (India Standard Time)","90.60","92.30","90.25","92.25","128.17","153.61","102.73","179.05","77.29","204.50","51.85","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10571405.00","328835.00"
"Wed Jul 15 2026 15:19:00 GMT+0530 (India Standard Time)","92.25","93.20","91.75","92.85","128.09","153.56","102.62","179.03","77.15","204.50","51.68","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10457850.00","440635.00"
"Wed Jul 15 2026 15:20:00 GMT+0530 (India Standard Time)","92.90","93.35","92.05","92.40","128.00","153.50","102.50","179.00","77.00","204.50","51.50","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10310885.00","481910.00"
"Wed Jul 15 2026 15:21:00 GMT+0530 (India Standard Time)","92.75","93.15","90.55","90.60","127.94","153.46","102.41","178.98","76.89","204.50","51.37","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10241660.00","332280.00"
"Wed Jul 15 2026 15:22:00 GMT+0530 (India Standard Time)","90.65","91.10","88.85","90.55","127.85","153.40","102.29","178.96","76.73","204.52","51.17","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10224435.00","462605.00"
"Wed Jul 15 2026 15:23:00 GMT+0530 (India Standard Time)","90.70","91.50","90.50","90.70","127.79","153.37","102.21","178.95","76.63","204.53","51.05","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10234770.00","278395.00"
"Wed Jul 15 2026 15:24:00 GMT+0530 (India Standard Time)","90.95","91.85","90.95","91.75","127.72","153.33","102.12","178.93","76.52","204.53","50.91","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10146890.00","359645.00"
"Wed Jul 15 2026 15:25:00 GMT+0530 (India Standard Time)","91.75","92.20","91.00","92.20","127.64","153.27","102.01","178.90","76.37","204.54","50.74","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","10003045.00","453180.00"
"Wed Jul 15 2026 15:26:00 GMT+0530 (India Standard Time)","92.25","93.25","90.85","91.20","127.56","153.22","101.89","178.88","76.23","204.54","50.57","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","9771320.00","452985.00"
"Wed Jul 15 2026 15:27:00 GMT+0530 (India Standard Time)","91.40","91.70","90.55","90.90","127.51","153.18","101.83","178.86","76.15","204.54","50.47","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","9726860.00","256880.00"
"Wed Jul 15 2026 15:28:00 GMT+0530 (India Standard Time)","91.20","91.25","90.40","90.50","127.43","153.13","101.72","178.84","76.01","204.55","50.30","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","9585225.00","422825.00"
"Wed Jul 15 2026 15:29:00 GMT+0530 (India Standard Time)","90.60","93.00","90.10","92.05","127.27","153.03","101.51","178.79","75.75","204.55","50.00","113.58","141.17","65.42","189.33","37.83","265.08","-37.92","9297015.00","840125.00"
"Thu Jul 16 2026 09:15:00 GMT+0530 (India Standard Time)","104.00","118.80","101.75","106.65","109.07","109.07","109.07","109.07","109.07","109.07","109.07","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","8978710.00","2175615.00"
"Thu Jul 16 2026 09:16:00 GMT+0530 (India Standard Time)","106.65","110.50","105.90","109.60","108.90","109.09","108.70","109.29","108.50","109.49","108.30","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9202505.00","1606410.00"
"Thu Jul 16 2026 09:17:00 GMT+0530 (India Standard Time)","110.40","116.00","110.20","114.20","110.41","112.57","108.25","114.72","106.10","116.88","103.94","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9300785.00","1870960.00"
"Thu Jul 16 2026 09:18:00 GMT+0530 (India Standard Time)","114.20","119.00","114.05","118.30","111.88","115.24","108.51","118.61","105.15","121.97","101.78","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9181900.00","1584700.00"
"Thu Jul 16 2026 09:19:00 GMT+0530 (India Standard Time)","118.30","119.95","114.45","115.40","112.54","116.07","109.02","119.59","105.49","123.12","101.97","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9305855.00","1181310.00"
"Thu Jul 16 2026 09:20:00 GMT+0530 (India Standard Time)","115.40","120.00","114.15","114.70","113.03","116.55","109.51","120.08","105.99","123.60","102.47","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9453730.00","1281475.00"
"Thu Jul 16 2026 09:21:00 GMT+0530 (India Standard Time)","114.70","114.70","105.50","106.85","112.54","116.09","108.99","119.64","105.44","123.19","101.88","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9683570.00","1370655.00"
"Thu Jul 16 2026 09:22:00 GMT+0530 (India Standard Time)","106.85","111.25","106.55","109.15","112.30","115.85","108.76","119.39","105.22","122.93","101.67","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9649250.00","779935.00"
"Thu Jul 16 2026 09:23:00 GMT+0530 (India Standard Time)","109.15","111.30","107.05","109.50","112.17","115.69","108.65","119.21","105.13","122.73","101.61","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9810060.00","545545.00"
"Thu Jul 16 2026 09:24:00 GMT+0530 (India Standard Time)","109.55","109.80","107.25","109.25","112.08","115.59","108.56","119.11","105.05","122.62","101.53","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9836450.00","357240.00"
"Thu Jul 16 2026 09:25:00 GMT+0530 (India Standard Time)","109.25","111.35","108.20","109.50","111.97","115.44","108.50","118.91","105.03","122.38","101.56","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9840805.00","607555.00"
"Thu Jul 16 2026 09:26:00 GMT+0530 (India Standard Time)","109.50","110.60","106.75","108.15","111.86","115.33","108.39","118.80","104.92","122.27","101.46","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9819225.00","419965.00"
"Thu Jul 16 2026 09:27:00 GMT+0530 (India Standard Time)","108.15","109.30","103.85","103.85","111.66","115.24","108.08","118.83","104.49","122.41","100.91","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9865245.00","462800.00"
"Thu Jul 16 2026 09:28:00 GMT+0530 (India Standard Time)","104.05","105.55","101.35","102.25","111.17","115.18","107.15","119.19","103.14","123.21","99.12","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9837880.00","865865.00"
"Thu Jul 16 2026 09:29:00 GMT+0530 (India Standard Time)","102.25","106.65","101.00","105.60","110.92","115.06","106.78","119.20","102.64","123.34","98.50","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9845420.00","579930.00"
"Thu Jul 16 2026 09:30:00 GMT+0530 (India Standard Time)","105.60","110.50","105.60","106.75","110.77","114.88","106.67","118.98","102.56","123.09","98.46","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9857900.00","707785.00"
"Thu Jul 16 2026 09:31:00 GMT+0530 (India Standard Time)","106.75","107.75","105.10","106.05","110.66","114.77","106.55","118.89","102.44","123.00","98.32","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9889490.00","426010.00"
"Thu Jul 16 2026 09:32:00 GMT+0530 (India Standard Time)","106.05","106.40","104.15","105.05","110.57","114.71","106.43","118.85","102.30","122.98","98.16","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9936680.00","277550.00"
"Thu Jul 16 2026 09:33:00 GMT+0530 (India Standard Time)","105.05","105.55","101.35","102.35","110.36","114.62","106.09","118.89","101.82","123.15","97.56","113.88","143.17","62.77","194.28","33.48","274.68","-46.92","9989460.00","511160.00"
