"Date","Open","High","Low","Close","VWAP ‌VWAP‌ (y,y,y)","SDVWAP1+ ‌VWAP‌ (y,y,y)","SDVWAP1- ‌VWAP‌ (y,y,y)","SDVWAP2+ ‌VWAP‌ (y,y,y)","SDVWAP2- ‌VWAP‌ (y,y,y)","SDVWAP3+ ‌VWAP‌ (y,y,y)","SDVWAP3- ‌VWAP‌ (y,y,y)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","OI","Volume"
"Wed Jul 15 2026 13:09:00 GMT+0530 (India Standard Time)","24049.90","24049.90","24040.00","24042.10","24144.94","24205.31","24084.56","24265.69","24024.19","24326.06","23963.81","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16382405.00","7150.00"
"Wed Jul 15 2026 13:10:00 GMT+0530 (India Standard Time)","24042.10","24044.10","24030.00","24039.10","24144.44","24205.11","24083.76","24265.79","24023.09","24326.47","23962.41","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16385525.00","10075.00"
"Wed Jul 15 2026 13:11:00 GMT+0530 (India Standard Time)","24039.10","24039.10","24036.00","24039.00","24143.98","24204.92","24083.04","24265.87","24022.09","24326.81","23961.15","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16387800.00","9360.00"
"Wed Jul 15 2026 13:12:00 GMT+0530 (India Standard Time)","24039.00","24050.00","24039.00","24041.00","24143.38","24204.64","24082.13","24265.89","24020.88","24327.14","23959.63","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16386175.00","12935.00"
"Wed Jul 15 2026 13:13:00 GMT+0530 (India Standard Time)","24041.00","24041.90","24030.20","24030.50","24142.82","24204.41","24081.23","24266.01","24019.64","24327.60","23958.05","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16389035.00","11310.00"
"Wed Jul 15 2026 13:14:00 GMT+0530 (India Standard Time)","24030.50","24040.00","24030.00","24040.00","24142.43","24204.25","24080.62","24266.06","24018.80","24327.87","23956.99","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16395860.00","8125.00"
"Wed Jul 15 2026 13:15:00 GMT+0530 (India Standard Time)","24040.00","24063.00","24031.60","24051.50","24141.88","24203.93","24079.83","24265.97","24017.78","24328.02","23955.74","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16399305.00","13065.00"
"Wed Jul 15 2026 13:16:00 GMT+0530 (India Standard Time)","24051.50","24065.00","24049.00","24060.00","24141.60","24203.73","24079.47","24265.86","24017.33","24328.00","23955.20","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16382860.00","7410.00"
"Wed Jul 15 2026 13:17:00 GMT+0530 (India Standard Time)","24060.00","24060.00","24050.70","24052.30","24141.26","24203.51","24079.01","24265.76","24016.76","24328.01","23954.52","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16386435.00","8645.00"
"Wed Jul 15 2026 13:18:00 GMT+0530 (India Standard Time)","24052.30","24072.90","24050.00","24072.00","24140.82","24203.16","24078.49","24265.50","24016.15","24327.83","23953.82","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16393325.00","12870.00"
"Wed Jul 15 2026 13:19:00 GMT+0530 (India Standard Time)","24072.00","24085.00","24069.60","24080.00","24140.37","24202.71","24078.04","24265.05","24015.70","24327.38","23953.36","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16399695.00","16315.00"
"Wed Jul 15 2026 13:20:00 GMT+0530 (India Standard Time)","24080.00","24083.00","24075.00","24075.80","24140.08","24202.42","24077.74","24264.75","24015.41","24327.09","23953.07","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16401970.00","10725.00"
"Wed Jul 15 2026 13:21:00 GMT+0530 (India Standard Time)","24075.80","24080.00","24074.00","24074.00","24139.88","24202.22","24077.53","24264.56","24015.19","24326.90","23952.85","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16407495.00","7215.00"
"Wed Jul 15 2026 13:22:00 GMT+0530 (India Standard Time)","24074.00","24078.70","24070.00","24074.90","24139.81","24202.15","24077.46","24264.50","24015.11","24326.84","23952.77","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16410485.00","2470.00"
"Wed Jul 15 2026 13:23:00 GMT+0530 (India Standard Time)","24074.90","24075.00","24065.00","24070.00","24139.70","24202.06","24077.34","24264.41","24014.99","24326.77","23952.63","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16411135.00","3445.00"
"Wed Jul 15 2026 13:24:00 GMT+0530 (India Standard Time)","24070.00","24070.00","24060.70","24070.00","24139.63","24202.00","24077.26","24264.37","24014.90","24326.74","23952.53","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16411525.00","2145.00"
"Wed Jul 15 2026 13:25:00 GMT+0530 (India Standard Time)","24070.00","24070.00","24056.50","24058.10","24139.51","24201.90","24077.11","24264.30","24014.72","24326.70","23952.32","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16412695.00","3640.00"
"Wed Jul 15 2026 13:26:00 GMT+0530 (India Standard Time)","24058.10","24070.00","24058.10","24060.10","24139.31","24201.74","24076.87","24264.18","24014.43","24326.62","23951.99","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16414060.00","6045.00"
"Wed Jul 15 2026 13:27:00 GMT+0530 (India Standard Time)","24060.10","24069.00","24059.90","24059.90","24139.25","24201.70","24076.80","24264.15","24014.35","24326.60","23951.90","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16416400.00","1755.00"
"Wed Jul 15 2026 13:28:00 GMT+0530 (India Standard Time)","24059.30","24066.00","24058.10","24066.00","24139.16","24201.63","24076.69","24264.09","24014.23","24326.56","23951.76","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16417180.00","2665.00"
"Wed Jul 15 2026 13:29:00 GMT+0530 (India Standard Time)","24066.00","24069.00","24063.10","24065.00","24139.10","24201.57","24076.62","24264.05","24014.15","24326.53","23951.67","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16417830.00","1950.00"
"Wed Jul 15 2026 13:30:00 GMT+0530 (India Standard Time)","24065.00","24066.50","24062.00","24063.00","24139.00","24201.50","24076.51","24263.99","24014.01","24326.48","23951.52","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16418480.00","2990.00"
"Wed Jul 15 2026 13:31:00 GMT+0530 (India Standard Time)","24062.00","24070.00","24060.00","24065.00","24138.94","24201.44","24076.43","24263.95","24013.93","24326.45","23951.42","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16419390.00","1950.00"
"Wed Jul 15 2026 13:32:00 GMT+0530 (India Standard Time)","24065.00","24070.00","24060.00","24066.00","24138.90","24201.41","24076.39","24263.92","24013.88","24326.44","23951.37","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16419455.00","1105.00"
"Wed Jul 15 2026 13:33:00 GMT+0530 (India Standard Time)","24066.00","24069.00","24060.00","24060.10","24138.86","24201.38","24076.35","24263.90","24013.83","24326.42","23951.31","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16419910.00","1170.00"
"Wed Jul 15 2026 13:34:00 GMT+0530 (India Standard Time)","24060.10","24064.00","24055.00","24060.00","24138.79","24201.33","24076.26","24263.86","24013.72","24326.40","23951.19","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16420365.00","2080.00"
"Wed Jul 15 2026 13:35:00 GMT+0530 (India Standard Time)","24060.00","24066.00","24055.00","24055.00","24138.69","24201.25","24076.13","24263.81","24013.57","24326.37","23951.01","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16420105.00","2990.00"
"Wed Jul 15 2026 13:36:00 GMT+0530 (India Standard Time)","24055.00","24068.80","24055.00","24068.60","24138.65","24201.22","24076.08","24263.79","24013.52","24326.36","23950.95","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16420820.00","1170.00"
"Wed Jul 15 2026 13:37:00 GMT+0530 (India Standard Time)","24068.60","24068.60","24050.60","24053.10","24138.21","24200.89","24075.52","24263.57","24012.84","24326.26","23950.15","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16420690.00","12805.00"
"Wed Jul 15 2026 13:38:00 GMT+0530 (India Standard Time)","24053.10","24065.60","24045.20","24045.40","24138.04","24200.78","24075.30","24263.52","24012.57","24326.25","23949.83","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16428620.00","4485.00"
"Wed Jul 15 2026 13:39:00 GMT+0530 (India Standard Time)","24045.40","24063.10","24045.30","24062.90","24137.97","24200.73","24075.22","24263.48","24012.46","24326.24","23949.71","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16428295.00","1950.00"
"Wed Jul 15 2026 13:40:00 GMT+0530 (India Standard Time)","24062.90","24062.90","24050.00","24050.00","24137.94","24200.71","24075.18","24263.47","24012.42","24326.23","23949.65","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16428815.00","845.00"
"Wed Jul 15 2026 13:41:00 GMT+0530 (India Standard Time)","24050.00","24059.90","24045.00","24045.00","24137.88","24200.66","24075.09","24263.45","24012.31","24326.23","23949.52","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16429465.00","1755.00"
"Wed Jul 15 2026 13:42:00 GMT+0530 (India Standard Time)","24045.00","24055.00","24040.90","24055.00","24137.67","24200.53","24074.82","24263.38","24011.96","24326.24","23949.10","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16429530.00","5525.00"
"Wed Jul 15 2026 13:43:00 GMT+0530 (India Standard Time)","24055.00","24055.00","24041.10","24042.90","24137.57","24200.46","24074.68","24263.36","24011.78","24326.25","23948.89","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16428425.00","2600.00"
"Wed Jul 15 2026 13:44:00 GMT+0530 (India Standard Time)","24042.90","24054.90","24040.60","24054.90","24137.41","24200.36","24074.47","24263.31","24011.52","24326.25","23948.57","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16428230.00","4225.00"
"Wed Jul 15 2026 13:45:00 GMT+0530 (India Standard Time)","24054.90","24055.90","24039.20","24042.60","24136.14","24199.56","24072.72","24262.98","24009.30","24326.40","23945.88","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16429400.00","33215.00"
"Wed Jul 15 2026 13:46:00 GMT+0530 (India Standard Time)","24050.00","24059.60","24044.40","24052.00","24136.08","24199.52","24072.65","24262.95","24009.21","24326.39","23945.77","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16440645.00","1625.00"
"Wed Jul 15 2026 13:47:00 GMT+0530 (India Standard Time)","24059.00","24061.00","24051.50","24061.00","24135.99","24199.44","24072.53","24262.90","24009.08","24326.36","23945.62","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16440645.00","2860.00"
"Wed Jul 15 2026 13:48:00 GMT+0530 (India Standard Time)","24061.00","24065.00","24060.00","24065.00","24135.94","24199.40","24072.48","24262.86","24009.01","24326.33","23945.55","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16441425.00","1625.00"
"Wed Jul 15 2026 13:49:00 GMT+0530 (India Standard Time)","24065.00","24070.00","24060.00","24066.40","24135.84","24199.31","24072.36","24262.78","24008.89","24326.26","23945.42","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16442335.00","3445.00"
"Wed Jul 15 2026 13:50:00 GMT+0530 (India Standard Time)","24066.40","24070.30","24057.10","24061.40","24135.37","24198.90","24071.83","24262.44","24008.29","24325.98","23944.76","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16445065.00","15535.00"
"Wed Jul 15 2026 13:51:00 GMT+0530 (India Standard Time)","24060.00","24060.00","24042.00","24042.00","24135.02","24198.67","24071.38","24262.32","24007.73","24325.96","23944.08","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16448185.00","9555.00"
"Wed Jul 15 2026 13:52:00 GMT+0530 (India Standard Time)","24042.00","24053.20","24041.00","24052.30","24134.79","24198.51","24071.08","24262.23","24007.36","24325.95","23943.64","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16449095.00","6435.00"
"Wed Jul 15 2026 13:53:00 GMT+0530 (India Standard Time)","24049.90","24052.00","24030.60","24034.20","24134.18","24198.15","24070.21","24262.12","24006.25","24326.09","23942.28","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16448835.00","15535.00"
"Wed Jul 15 2026 13:54:00 GMT+0530 (India Standard Time)","24034.20","24054.00","24034.20","24041.10","24133.97","24198.02","24069.92","24262.06","24005.88","24326.11","23941.83","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16448315.00","5785.00"
"Wed Jul 15 2026 13:55:00 GMT+0530 (India Standard Time)","24051.30","24053.10","24041.10","24053.10","24133.74","24197.85","24069.63","24261.96","24005.52","24326.08","23941.41","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16445585.00","6565.00"
"Wed Jul 15 2026 13:56:00 GMT+0530 (India Standard Time)","24053.10","24058.80","24048.10","24050.00","24133.52","24197.69","24069.36","24261.85","24005.20","24326.01","23941.03","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16444025.00","6630.00"
"Wed Jul 15 2026 13:57:00 GMT+0530 (India Standard Time)","24050.00","24060.00","24050.00","24060.00","24133.48","24197.65","24069.31","24261.82","24005.14","24326.00","23940.97","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16443115.00","1365.00"
"Wed Jul 15 2026 13:58:00 GMT+0530 (India Standard Time)","24060.00","24069.80","24058.40","24063.00","24133.41","24197.58","24069.23","24261.76","24005.05","24325.94","23940.87","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16442920.00","2600.00"
"Wed Jul 15 2026 13:59:00 GMT+0530 (India Standard Time)","24063.00","24080.00","24063.00","24080.00","24133.24","24197.40","24069.08","24261.57","24004.91","24325.73","23940.75","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16443115.00","6955.00"
"Wed Jul 15 2026 14:00:00 GMT+0530 (India Standard Time)","24080.00","24085.00","24076.00","24081.40","24132.92","24197.02","24068.83","24261.12","24004.73","24325.22","23940.63","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16442985.00","15015.00"
"Wed Jul 15 2026 14:01:00 GMT+0530 (India Standard Time)","24081.40","24082.00","24076.00","24078.10","24132.85","24196.94","24068.77","24261.03","24004.68","24325.11","23940.59","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16445715.00","3250.00"
"Wed Jul 15 2026 14:02:00 GMT+0530 (India Standard Time)","24078.10","24078.10","24071.80","24071.80","24132.77","24196.85","24068.69","24260.93","24004.61","24325.01","23940.53","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16443960.00","3380.00"
"Wed Jul 15 2026 14:03:00 GMT+0530 (India Standard Time)","24071.80","24074.00","24070.00","24073.00","24132.74","24196.82","24068.67","24260.90","24004.59","24324.98","23940.51","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16445325.00","1235.00"
"Wed Jul 15 2026 14:04:00 GMT+0530 (India Standard Time)","24073.00","24073.00","24070.00","24072.00","24132.72","24196.80","24068.64","24260.87","24004.56","24324.95","23940.49","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16445845.00","1040.00"
"Wed Jul 15 2026 14:05:00 GMT+0530 (India Standard Time)","24072.00","24074.90","24070.00","24074.90","24132.66","24196.74","24068.59","24260.81","24004.52","24324.88","23940.44","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16446755.00","2340.00"
"Wed Jul 15 2026 14:06:00 GMT+0530 (India Standard Time)","24074.90","24075.00","24066.10","24072.50","24132.61","24196.68","24068.54","24260.75","24004.47","24324.82","23940.40","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16448510.00","2275.00"
"Wed Jul 15 2026 14:07:00 GMT+0530 (India Standard Time)","24072.50","24079.00","24072.50","24075.00","24132.33","24196.36","24068.29","24260.40","24004.25","24324.44","23940.21","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16448640.00","12285.00"
"Wed Jul 15 2026 14:08:00 GMT+0530 (India Standard Time)","24075.00","24096.90","24073.40","24096.90","24132.14","24196.10","24068.18","24260.06","24004.22","24324.02","23940.26","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16454100.00","11180.00"
"Wed Jul 15 2026 14:09:00 GMT+0530 (India Standard Time)","24096.00","24097.00","24086.30","24090.00","24132.07","24196.01","24068.14","24259.94","24004.21","24323.87","23940.28","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16450135.00","3835.00"
"Wed Jul 15 2026 14:10:00 GMT+0530 (India Standard Time)","24090.00","24090.10","24080.00","24084.80","24132.00","24195.91","24068.09","24259.81","24004.18","24323.72","23940.27","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16450460.00","4095.00"
"Wed Jul 15 2026 14:11:00 GMT+0530 (India Standard Time)","24084.80","24084.80","24075.00","24082.00","24131.96","24195.86","24068.06","24259.76","24004.16","24323.66","23940.26","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16451175.00","1950.00"
"Wed Jul 15 2026 14:12:00 GMT+0530 (India Standard Time)","24089.00","24089.00","24075.00","24082.00","24131.92","24195.81","24068.03","24259.70","24004.14","24323.59","23940.25","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16452020.00","1950.00"
"Wed Jul 15 2026 14:13:00 GMT+0530 (India Standard Time)","24082.00","24082.10","24075.00","24082.10","24131.87","24195.75","24067.99","24259.63","24004.11","24323.51","23940.23","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16452475.00","2275.00"
"Wed Jul 15 2026 14:14:00 GMT+0530 (India Standard Time)","24082.10","24085.00","24079.80","24082.10","24131.85","24195.73","24067.98","24259.60","24004.10","24323.48","23940.23","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16452865.00","975.00"
"Wed Jul 15 2026 14:15:00 GMT+0530 (India Standard Time)","24082.10","24090.00","24080.50","24090.00","24131.83","24195.69","24067.96","24259.56","24004.10","24323.42","23940.23","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16453060.00","1495.00"
"Wed Jul 15 2026 14:16:00 GMT+0530 (India Standard Time)","24090.00","24098.00","24090.00","24090.10","24131.65","24195.43","24067.88","24259.21","24004.10","24322.98","23940.32","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16452995.00","11375.00"
"Wed Jul 15 2026 14:17:00 GMT+0530 (India Standard Time)","24090.10","24093.00","24079.80","24079.80","24131.60","24195.36","24067.84","24259.12","24004.08","24322.88","23940.32","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16455530.00","2795.00"
"Wed Jul 15 2026 14:18:00 GMT+0530 (India Standard Time)","24079.80","24084.30","24072.60","24074.20","24131.55","24195.30","24067.79","24259.05","24004.04","24322.80","23940.29","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16456570.00","2535.00"
"Wed Jul 15 2026 14:19:00 GMT+0530 (India Standard Time)","24074.20","24083.40","24072.00","24072.50","24131.52","24195.27","24067.77","24259.02","24004.02","24322.77","23940.27","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16457090.00","1235.00"
"Wed Jul 15 2026 14:20:00 GMT+0530 (India Standard Time)","24072.50","24083.90","24071.10","24071.20","24131.49","24195.24","24067.75","24258.98","24004.00","24322.73","23940.26","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16457805.00","1300.00"
"Wed Jul 15 2026 14:21:00 GMT+0530 (India Standard Time)","24071.20","24083.00","24071.10","24083.00","24131.47","24195.21","24067.73","24258.96","24003.99","24322.70","23940.25","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16457805.00","910.00"
"Wed Jul 15 2026 14:22:00 GMT+0530 (India Standard Time)","24083.00","24083.00","24070.50","24083.00","24131.36","24195.09","24067.64","24258.81","24003.92","24322.53","23940.20","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16457935.00","5265.00"
"Wed Jul 15 2026 14:23:00 GMT+0530 (India Standard Time)","24083.00","24083.00","24073.10","24075.00","24131.34","24195.06","24067.63","24258.78","24003.91","24322.50","23940.19","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16460795.00","975.00"
"Wed Jul 15 2026 14:24:00 GMT+0530 (India Standard Time)","24075.00","24080.40","24070.00","24074.30","24131.27","24194.98","24067.57","24258.69","24003.86","24322.40","23940.15","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16461575.00","3185.00"
"Wed Jul 15 2026 14:25:00 GMT+0530 (India Standard Time)","24074.30","24075.00","24065.00","24070.00","24131.23","24194.94","24067.53","24258.65","24003.82","24322.36","23940.11","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16462095.00","1690.00"
"Wed Jul 15 2026 14:26:00 GMT+0530 (India Standard Time)","24070.00","24070.00","24060.20","24060.20","24131.20","24194.91","24067.50","24258.62","24003.79","24322.33","23940.08","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16461705.00","1105.00"
"Wed Jul 15 2026 14:27:00 GMT+0530 (India Standard Time)","24060.20","24079.10","24060.20","24069.80","24131.16","24194.87","24067.45","24258.57","24003.75","24322.28","23940.04","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16461965.00","1885.00"
"Wed Jul 15 2026 14:28:00 GMT+0530 (India Standard Time)","24069.80","24075.00","24065.10","24070.00","24131.12","24194.83","24067.41","24258.53","24003.71","24322.24","23940.00","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16461445.00","1690.00"
"Wed Jul 15 2026 14:29:00 GMT+0530 (India Standard Time)","24079.00","24079.00","24065.10","24079.00","24131.05","24194.74","24067.35","24258.44","24003.65","24322.14","23939.96","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16462940.00","3315.00"
"Wed Jul 15 2026 14:30:00 GMT+0530 (India Standard Time)","24079.00","24079.00","24066.50","24070.00","24130.98","24194.67","24067.28","24258.36","24003.59","24322.05","23939.90","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16462095.00","3055.00"
"Wed Jul 15 2026 14:31:00 GMT+0530 (India Standard Time)","24070.00","24074.20","24061.90","24073.30","24130.96","24194.65","24067.26","24258.34","24003.57","24322.03","23939.88","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16462875.00","910.00"
"Wed Jul 15 2026 14:32:00 GMT+0530 (India Standard Time)","24073.30","24075.00","24064.00","24075.00","24130.94","24194.63","24067.25","24258.32","24003.56","24322.01","23939.87","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16462810.00","845.00"
"Wed Jul 15 2026 14:33:00 GMT+0530 (India Standard Time)","24075.00","24079.00","24067.90","24075.00","24130.91","24194.60","24067.23","24258.29","24003.54","24321.98","23939.85","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16462745.00","975.00"
"Wed Jul 15 2026 14:34:00 GMT+0530 (India Standard Time)","24075.00","24078.90","24068.10","24078.90","24130.89","24194.57","24067.20","24258.25","24003.52","24321.94","23939.83","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16462680.00","1365.00"
"Wed Jul 15 2026 14:35:00 GMT+0530 (India Standard Time)","24078.90","24079.10","24070.00","24079.10","24130.86","24194.54","24067.18","24258.22","24003.50","24321.90","23939.82","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16463005.00","1105.00"
"Wed Jul 15 2026 14:36:00 GMT+0530 (India Standard Time)","24079.10","24083.00","24073.10","24079.00","24130.69","24194.33","24067.04","24257.98","24003.40","24321.62","23939.75","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16462355.00","8645.00"
"Wed Jul 15 2026 14:37:00 GMT+0530 (India Standard Time)","24079.00","24085.00","24079.00","24080.50","24130.63","24194.26","24067.00","24257.90","24003.37","24321.53","23939.74","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16458390.00","2860.00"
"Wed Jul 15 2026 14:38:00 GMT+0530 (India Standard Time)","24080.50","24095.00","24080.50","24095.00","24130.58","24194.19","24066.98","24257.80","24003.37","24321.41","23939.76","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16458585.00","3120.00"
"Wed Jul 15 2026 14:39:00 GMT+0530 (India Standard Time)","24095.00","24100.00","24090.50","24100.00","24130.48","24194.02","24066.94","24257.55","24003.40","24321.09","23939.87","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16427060.00","8125.00"
"Wed Jul 15 2026 14:40:00 GMT+0530 (India Standard Time)","24100.00","24103.10","24095.00","24100.00","24130.34","24193.77","24066.91","24257.19","24003.48","24320.62","23940.05","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16424525.00","11895.00"
"Wed Jul 15 2026 14:41:00 GMT+0530 (India Standard Time)","24100.00","24105.00","24093.00","24099.00","24130.26","24193.64","24066.89","24257.01","24003.52","24320.38","23940.15","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16424200.00","6175.00"
"Wed Jul 15 2026 14:42:00 GMT+0530 (India Standard Time)","24099.00","24099.00","24090.00","24090.00","24130.24","24193.59","24066.88","24256.95","24003.52","24320.31","23940.17","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16424265.00","1950.00"
"Wed Jul 15 2026 14:43:00 GMT+0530 (India Standard Time)","24090.00","24100.00","24088.00","24089.10","24130.22","24193.57","24066.87","24256.92","24003.53","24320.27","23940.18","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16424135.00","1040.00"
"Wed Jul 15 2026 14:44:00 GMT+0530 (India Standard Time)","24089.10","24099.00","24089.10","24096.90","24130.20","24193.54","24066.87","24256.88","24003.53","24320.21","23940.19","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16424200.00","1365.00"
"Wed Jul 15 2026 14:45:00 GMT+0530 (India Standard Time)","24096.90","24099.90","24089.30","24089.30","24130.11","24193.39","24066.83","24256.68","24003.54","24319.96","23940.26","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16423485.00","6630.00"
"Wed Jul 15 2026 14:46:00 GMT+0530 (India Standard Time)","24089.30","24099.00","24089.30","24098.00","24130.09","24193.36","24066.82","24256.63","24003.55","24319.91","23940.27","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16424850.00","1495.00"
"Wed Jul 15 2026 14:47:00 GMT+0530 (India Standard Time)","24098.00","24098.00","24085.00","24085.00","24130.05","24193.30","24066.80","24256.55","24003.54","24319.81","23940.29","24063.63","24118.27","23967.37","24214.53","23912.73","24365.43","23761.83","16425435.00","2730.00"
